GRP	@USER @USER @USER Bullshit! Regulations are good because it keeps conservatives from striping our land into the Abyss
IND	@USER the owner of my culo
IND	Now she scarred herself for life lol #MAGA URL
IND	@USER you fucking -
GRP	Confirm the MAN! THE LEFT WING ACTIVIST IS A LIAR WHO'S STORY CHANGES! NO HARD EVIDENCE! #ChristineBlaseyFord Innocent until proven guilty! #ConfirmKavanaugh  #MAGA  @USER  #WeakRinos #Republicans
OTH	I'm Assuming I'm Not Going to Get an Answer': Brainless  #Liberal Stooge Ocasio-Cortez  .@USER on $40T Policy Plan URL #WakeUpAmerica  THIS is 0 America's future VOTE Republican  or surrender America to these #DEM morons @USER #MAGA
GRP	@USER @USER Leftists showing yet again how vile they can be
IND	@USER He is a drunk crazy man.
IND	@USER All that money hadn't made u smarter.
GRP	@USER By the way why don’t you move to Haiti ? You liberals seem to make shit holes out of large cities. So go somewhere where it’s already a shit hole so you don’t have to do any work !
IND	Shouldn't pussy grabbing @USER be the one wearing the gloves while handling food? #MAGA URL
IND	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Antifa doesn't beat facsists to try to get them to change their mind - they know it's a lost cause to try to change a fascist's mind. They do it to scare them into hiding, to demoralize them, and to stop the spread of their hateful ideology. There is no forcing views on others"."
GRP	#FireMorningJoe he is cut from the same cloth as all other conservatives. His misogyny and bigotry are always on display. He is responsible for Trump. URL
OTH	@USER @USER @USER @USER @USER @USER @USER @USER @USER It does work. If you want to control a population.  Australian gun control had no effect on homicides.
GRP	@USER @USER Liberals ruin everything!
GRP	@USER That's what happens when you let a liberal get a hold of a gun.  That would be a good place to start gun control.  Ban liberals from getting guns.
IND	@USER @USER You look happy .MAGA
IND	@USER Yet she is fat herself.
IND	@USER @USER @USER What a joke! She is a Gem alright!! She is a Racist phony! Right along with this Racist Phony. That thinks she will follow me from her second account. And block me. Because I speak the truth. I could care less about follower's. Like it's a big party. I care that they discriminate URL
GRP	@USER @USER @USER May be you have forgotten that at the moment we are EU citizens and so all rights afforded to us are the same as for other EU citizens. Don’t believe all the shit that goes on in your head.
GRP	@USER Cause who bitches be playing with 😭😭😭😭 god aint give me the gift for nothing
IND	@USER Coming from the man that threatened to try and kick Turmps ass now don't that take a set of ball's
IND	@USER Getting scared ugly man?
IND	&amp; terroism &amp; starvation &amp; Flint &amp; poverty &amp; climate change &amp; global warming &amp; sex trafficking &amp; bullying &amp; body shaming &amp; police brutality &amp; feminism &amp; gun control &amp; marches &amp; protests
IND	@USER Hahaha BIG thighs is not going to make it
IND	#maga #christineford #trump2020 #tcot #ccot #AmericaFirst #Patriots @USER  #BrettKavanaugh had this to say about Bill Clinton during Whitewater:   It's imperative to make his pattern of revolting behavior clear -- piece by painful piece."   Indeed. URL
IND	#MAGA people are very low IQ. GDP Growth" means LITERALLY 0HING. In no way does this translate to higher income for white familes or individuals. All that billions goes to companies or government.   And what jobs did he create? Labour which pays less than living wage lmao? URL
IND	@USER Bro go watch how he hold his backwood in the interview like that shit was irritating lmao nigga is mad suspicious
IND	A bitch built like that could beat my ass all she wants URL
IND	@USER @USER Very pathetic man !
GRP	@USER @USER @USER @USER @USER @USER You must be talking about hateful conservatives.
IND	@USER @USER Thats correct!!! #MAGA
IND	@USER @USER @USER This leftist is what is wrong in liberal colleges. More ppl and students will come out and will unmask this corrupt woman who is determined to destroy a good judge because she wants only liberals in the courts. @USER  @USER  @USER
GRP	@USER @USER @USER @USER This is great! Mark The Great One" Levin and Candace "The Great" Owens together! This team is unbeatable! They just sent liberals into a frenzy again! A whole block of liberal voters just had their heads explode! And...sadly, Alyssa Milano just wet her pants again! Great team!"
GRP	@USER #StrataData #AI #data #hairball: @USER TDavis touring the application of #Cognitive and #machinelearning techniques to speed #Governance of #data URL
IND	@USER @USER @USER @USER I wasn't proposing scare tactics. I really meant what I said. Trump can easily pull the good maga Republicans and can easily steal enough votes from GOP Dem and independents and will bring fresh breath to our rotten politics. Think about it.
GRP	@USER @USER @USER @USER Only a liberal would support a liberal that spent a MILLION to get liberals elected to office. #LibFAIL! URL
GRP	@USER It’s so weirdly vicious and bitter to extrapolate from ‘everyone should have access to decent healthcare’ to ‘Liberals think all criminals should be free.’  It reveals a pretty brutalist and impenetrable mind.
GRP	@USER Why? Why are liberals so trashy?
IND	@USER Yes I saw this and I will say tapper kept basket her and she kept coming back with stupid answers And he finally gave up I don’t think he is a big fan of her policies he’s not that stupid please
IND	@USER If you go by anything other than he or she you are fucked in the head.
IND	@USER All you need to know is he is empty inside
GRP	@USER The Liberals are mentally unstable!!
IND	@USER @USER Who authorized a search warrant of mr Jean home?  Racist what about her drug test. This is premediated murder. He will not be slandered. He is the victim.
IND	@USER @USER @USER i have heard he is making waves
GRP	#ThursdayThoughts- FUCK liberals. Forever.
GRP	@USER Once again it's been proven that all gun control laws are intended to disarm the law abiding citizens and subvert the #2A. Criminal *don't* care about gun laws.
IND	@USER @USER Mxm nigger thinks we give a fuck URL
IND	@USER @USER She is a fake. Vote her out. Now she wants sympathy.
OTH	10kids from different women from this American jobless men? Nigerian men you are the bomb!!!
IND	@USER This Russian agent is a DISGRACE. Hey old creep @USER you are going to die in prison. You and Trump sold America to the Russians and it’s time you do the time for your years of crimes. Scumbag.
GRP	@USER We shouldn’t be surprised. These same pigs worked with neonazis to unmask antifa protestors. And the local coverage by shit journos like @USER didn’t cover that AT ALL. We had to rely on @USER for investigative coverage URL
OTH	@USER @USER Because 45% of Americans are too lazy to vote.  Non-voters skew liberal. And too many liberals who do vote throw their vote away on 3rd party losers. Next question?
GRP	@USER @USER I'm sure he doesn't call his gated community's private security firm Bull Connors" though. It's funny: Now liberals LOVE privatization of police!"
IND	@USER @USER Wonder how many children he molested
IND	@USER @USER Oh you are in England?  Your views on gun control stopped mattering in 1776.
OTH	@USER @USER @USER @USER @USER @USER This is the ANTIFA party &amp; all of a sudden they expect us to believe they care about anyone besides themselves. Nope.
IND	@USER @USER Wonder if he apologized to Diamond and Silk for calling them a “minstrel show?”  He should have been fired but there he is making faces.
GRP	@USER Which is why it’s awesome that Kavanaugh didn’t shake that gun control dads hand.  Sorry for kid was killed by a gun but it’s not the future judges fault it happened...... omg white people in cities are silly
IND	@USER John Podesta is a spirit cooking pedo. Here's a photo of him and Valerie Jarrett in a rather compromising situation.  #MAGA #qanon #DrainTheDeepState #DrainTheSwamp URL
GRP	@USER I love the way this pisses off liberals. URL
GRP	@USER @USER @USER My auto correct Gggrrr she is a *crazy witch*
GRP	@USER @USER When I turned the speech on it sounded to me like Liberals becoming another nasty party" with his personal attacks on various individuals."
IND	@USER Another negative Democrat who refuses to disappear!
GRP	.@USER As my elected MP could you please explain why @USER is still promoting ideas that the EU have already rejected? We've 6 months to go and nothing appears to be moving onward. @USER are like the blind leading the blind #brexitshambles #BrexitMeansBrexit URL
IND	@USER So she can’t be effected by the radiation but killed. I hope he mentions Lady Gaga witch. Since she is the only known immortal witch and supreme
IND	(2020 election season)  Trump: my dick is the most magnificent dick. Just tremendous.   Leftists: prove it you Russian puppet!  Trump: *whips dick out in fit of senility*  Conservatives: *vote Trump to victory*
GRP	@USER @USER @USER @USER Interesting when Demoncraps aren't even inventive enough to create their own cartoons.  This is originally put out by Republicans - liberals are the Koolaide drinkers and always have been. Liberals are also the scum of the earth and prove it daily through their lies
GRP	@USER ajsjjsjdkkdjdk i want him so much he’d literally tell me to die and i’d obey him
IND	@USER @USER @USER @USER He’s dead. So you are a necrophiliac as well? Good to know...you must suck at chess never mind 3 dimensional chess...you can’t even think one move ahead let alone many...Change your twitter handle to DumbAF not even ish🙄🙄🙄
GRP	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER They get testy and decide you're a paid shill" a lot, if you end up hanging around QAnon you'll get used to it."
IND	@USER @USER @USER Trump is a very sick man. He is toxic and mean spirited.
GRP	#VA10 voters know @USER is the right side of the gun issue. Gun control or gun rights? The answer may help determine whether NRA-financed Rep. Comstock wins reelection URL
IND	@USER #oshaeterry #ThugLife #Criminal Behaved as an Ordinary Disposable Criminal. #MAGA #MAGA2020 #MAGARallyRules #TexasPolice
IND	@USER @USER She is full of bunk.
IND	@USER Hell did they boycott McEnroe.....this is too much!!
IND	@USER IM GOING HARDCORE BITCH
IND	@USER I used to do signifing monkey by heart. Played it for the wife and she is like what the hell?
IND	@USER I think she is the one mad.  She didnt like being called out so she is trying to make them bully me. 😆
IND	@USER @USER @USER so she is disgusting to you because she is a Rangers fan! you are disgusting to me because you support breaking up the union!  #proudtobeBritish 🇬🇧
GRP	@USER They should. Hopefully voters will realise that they could have ended this shitshow well before the midterms.
IND	@USER @USER @USER i think i missed a few replies here (im on a conference call) but most of the anti jihadi muslim vets i know would disagree with gun control. so this seems odd...?
GRP	@USER Look at all these racist white liberals freaking out because I said Tom Arnold has white privileged.
IND	@USER Hubby rushed me *shakes fist* will flick a pic thru this evening when I feed em again. By the way he is still the boss
GRP	@USER @USER OMG !!!! Really !!! #FrankOz ... Liberals ruins Everything ... #DefundPBS..
GRP	@USER @USER Wow!!! Never thought I'd see the left actually admitting they want to shut down free speech unless it's their own. At least they are admitting they are the  facist. After all they did create the 2 most facist groups...ANTIFA and KKK.
IND	@USER Rip lmao who knows 😂 that's why I'm trying so hard not to expose my shits since they can't never relate anyway
OTH	@USER Awful
GRP	@USER I don't know anything about the kkk although I believe the democrats fund them like they always did.  I think the Dems main terror group these days is antifa.
IND	@USER @USER @USER She is absolutely useless. Everyone knows it except for her and the media.
IND	@USER Does anyone care what that dirtbag says???
IND	@USER @USER 0 A SNOWBALLS CHANCE IN HELL DIMWIT DEM. Start taking losing like a man.....err...like a....uhm? Whatever you identify as today. WE WILL #MAGA 0 TIRED OF #WINNING SEE YOU IN NOVEMBER FOR THE #REDWAVERISING2018 YOU CAN'T STOP #ScotusKavenaugh
IND	@USER Hopefully your obesity catches up with you by then
IND	@USER       Thank you for your fortitude and perseverance. Please give McConnell a kick in the butt from some of us conservatives.
IND	@USER YESSSSSHHHHH who else call you shitgull if it were not me or ryme 😚
IND	@USER She’s one of those ‘kooky’ liberals.
IND	@USER Like if you didn’t get fired from ESPN
IND	@USER those students not traumatised by having live shooter drills or distracted by fear of being killed at school are already doing their best. Send YOUR kid to one of those schools and we might get some action on gun control. Hypocrite.
GRP	@USER @USER Poor sad liberals. No hope for them.
GRP	I got more common sense than all of my followers  :)
IND	@USER CBS sez CEO Leslie Moonves' out on his ass after several allegations he was chasing ass... COO Joseph Iannello will be interim CEO until somebody accuses him of the same thing... This 'shit' never ends... Ooops...
OTH	@USER Even if the devil did make every single one of those priests rape children... Why does the pope refuse to condemn it? Why didn't he remove from leadership the rapist brought to him?
IND	@USER I didn’t tweet this lol I needa get my Twitter off this shit
IND	@USER She is.  Ur screwed.  Trump owns scotus and he will exact a wrath upon enemies after the midterms
IND	@USER Then HAUL YOUR FAT ASS IN HARMS WAY YOU DRUGGIE!!!
IND	@USER @USER Anyone can say or write anything about themselves. Suppose tomorrow she says that she is a prophet and human race needs to follow her.  What does that tell about her ?  Once I see someone as useless moron I stop giving them any attention. You do the same brother. She is nobody.
IND	@USER @USER He is delirious!
IND	@USER Rezz is a dumb bitch who will get a rude awakening from BNF in Mexico lol URL
IND	Alert: Candace Owens Was Just Attacked By Antifa URL
GRP	@USER Another dumbass Democrat. One thing you have to say about this president is he’s not lazy. Another bullshit story as usual
IND	@USER @USER when robyn posts a selfie the world stops for a moment to appreciate it
GRP	@USER @USER @USER The Democrats are so desperate all those ppl threatening Sen Collins are from CA. They will do anything to delay or halt confirmation and @USER re-election is on the line she is desperate. The ppl &amp; GOP are quite aware of what is going on.
GRP	@USER So it moves forward. Damn the facts as long as you keep up the narrative! The Dangerous line is the sliding scale line that you bunch of liberal idiots use to vilify Conservatives or justify the actions of liberals
GRP	@USER Poor Baby.  This is why you and your entire network CAN 0 be trusted.    The only people still watching CNN are brainwashed liberals and demonrats. URL
IND	@USER @USER (She is clearly agitated in a defensive stance) Shit- what is she doing here
IND	@USER Then your gonna get bitten
IND	@USER Woodword's book is slander.  He is nothing but a Clown Tool!
IND	@USER It appears to be paired with a WOO-HOO so he must think he is on his way to a brothel.
IND	@USER @USER @USER She is mentally unstable.
IND	@USER Character and Clinton. Cartoon maybe
IND	@USER @USER @USER @USER @USER @USER @USER @USER @USER I like that they aren't mincing around with her. I do not understand why she is denying doing porn.
IND	@USER @USER @USER @USER @USER FEMA has contacted the Senator and was told.its a TV hit you take them when you can" He Is a liar.  If he had a set... he would put on his big girl panties and tell the truth!"
GRP	@USER But I thought Antifa were actually fascists but this shows Rethuglicans are the actual fascists in the room.
GRP	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER So absurd.  The left has been fielding violent feminists and communists in the form of Antifa to attack the very peaceful transition of power for more than two years.    I wonder if it will ever occur to you that you are the bad guys?  I doubt you have the moral fortitude.
OTH	Anyone surprised? @USER  #CloserNation  #MAGA #QAnon URL
IND	@USER Not if you are from Wisconsin. And it’s a bubbler. And duck duck goose.
IND	@USER Good liberals will allow a rapist" to continue serving on a federal district court while his victim continues to suffer?    But...you said....you said...."
IND	@USER Then why are you pretending to be something your not???You are a phony and all your lies won't change that!
IND	@USER She mocked SJWs and the KKK with extremely clever satire. The fact you don’t have a sense of humor or are too stupid to get it is our fault. None of that means you get to denigrate or lie about her or her motives. She is a Native American woman and you are a bigoted misogynist.
IND	@USER @USER @USER Are you saying he is a turkey chocker 😶
OTH	@USER @USER Such delusional liberals..! So twisted with hate you can't even acknowledge the U.S. Airforce..!!
IND	@USER damn what i would do to be able to eat that pussy
IND	@USER What exactly is it about Willy that anyone with half a brain would consider conservative?   The guy is literally a poster child for Liberals
IND	@USER @USER Queen Of Rap 😛 Other Bitches can knot relate
IND	@USER So a pathological liar is going to give the Judge a lecture on credibility because the judge won’t admit to something he didn’t do...   and we are the stupid ones.... 😳   And liberals have no shame in the ignorance of their elected representatives.
IND	@USER BITCH
IND	@USER If Jamie Oliver fucks with my £3 meal deals at Tesco I’ll kill the cunt
IND	@USER I CARE THAT HE WAS MURDERED. I don't care whether he had some weed in his home (like a whole lot of Americans do) any more than I'd care if you said he had 100 pairs of socks. He is the victim. You are trying to smear the victim. You are despicable.
IND	@USER @USER @USER I should wash your mouth out with soap for saying that! I have the utmost respect and admiration for our cops. I don’t have that for dirt bags who would break into my home.  Gun control means a steady hand not an empty one. Go talk to Antifa buddies about being a drain
IND	@USER HE IS A RUSSIAN SPY /HAVE RECEIVED MUCH MONEY FROM PUTIN.
GRP	@USER @USER Well he's a liberal so that explains it. Who knows the shooter may be a liberal as far as he knows. Liberals are very hateful violent people and must be defeated!
GRP	@USER @USER No news. orgs. are giving Faith Goldy the time of day. That's simply wrong. She may not have the experience of the other two useless fools but she cares and she is no one's fool.
IND	@USER i just gave Beto $100 and you all should as well.  Trump called Ted's wife ugly and he is still licking his boots for help with reelection.
OTH	Was this a threat from @USER #DangerousDemocrats #maga URL
OTH	@USER @USER Liberals cannot imagine a circumstance where they are forced to defend themselves or their family from violence.  They imagine such an eventuality to be beyond the realm of possibility and they foolishly believe that the police will arrive quickly enough to save them.
IND	@USER Let me borrow yo shit first 🤣
IND	@USER WOW!  That lie'n bitch is at it again. URL
IND	@USER Stfu bitch lol why u Salty I’m tryna get twitter famous ya know
GRP	@USER ...@USER is 100% correct and should be applauded for criticizing our inept and corrupt President - not denounced for it.....@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER
IND	@USER You turn a dull Tuesday night into a super sexy one! So hot! 🔥🔥🔥
IND	@USER But not as despicable as her own.
IND	@USER @USER Without question Professor Ford is troubled that's being polite. Half the women in the world (probably more) have been groped at one time or an other  and don't hold on to it for 40 years. This is obviously a political ploy to deter scotus confirmation. @USER #MAGA
IND	@USER @USER He is both evil and delusional. He eats those high quality paint chips.
IND	@USER @USER shut that wanker up
IND	@USER @USER She’ll have a total mental breakdown when he is re-elected!!!!
IND	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER that is about the saddest existence I have ever been privy to reading. Sucks to be you man
IND	@USER So... Did Angela hook up with a younger guy so she has someone to wipe her butt when she is 75?
IND	@USER Good!!! This will surely show us how croocked he is. 😂😂😂
GRP	@USER @USER @USER @USER @USER @USER @USER Exactly Hat @USER  are true Feckers ! I detest them
IND	@USER Sam was singing and they DiDNT tell her to stop singing and she thanked them!! Unbelievable!!! Who the hell is she talking to?! It's bad enough when she is talking to one of the houseguest !! But to keep talking to herself! Wonder what her family think about her going nuts!
IND	@USER  I think he could be called a turncoat  talking out of both sides of his fucking mouth  Lindsey Graham can no longer be trusted URL
GRP	@USER @USER @USER @USER Oh boo you sound so ignorant with your words. We are on Top. All of America is on Top now. How about stop resisting and try to help make our nation the best for everyone not just liberals. Wake up and Walk Away.
IND	@USER Sucks
IND	@USER Fuckkk 😂😂 I know I seen bitch that’s a slapper lmao
IND	@USER @USER Lefty Pope should also! He is Not worthy rep for true christian roman catholics!! He failed his flock!
IND	@USER And honestly it’s ridiculous.. you are grocery shopping there is no need to be like That
GRP	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Little known fact Balaam raced donkeys and gambled on races. One day his fastest ass was winning the Jerusalem sweepstakes. And right before the finish the ass lost control running over a Samaritan and two Africans . Local antifa saw the whole thing and blamed the fastest ass!
IND	@USER It's been up since Sunday night. He is a sloth.
IND	@USER @USER Bitch shut up he building his self esteem
GRP	#USA #UK and probably #Europe and #Australia  With their level of intelligence?  Weez all stoopid y'all!  #MAGA #MEGA #MBGA #MCGA #Conservatives #Patriots #Celebrities URL
OTH	@USER When are the Republicans going to learn that Democrats hate conservatives .Vote  Thursday
IND	@USER @USER Isn’t that the Amazon bitch from Antifa?
IND	@USER @USER @USER @USER @USER @USER @USER Lie about what? Certainly not about you throwing gun control &amp; accountability out the window once an illegal is involved.  And “a” hollering? Are you seeing shit AND hearing voices?
GRP	@USER Just one more proof that the dnc hates the cosnstitution. this is exactly what pres. Washington warned us of in his farwell address. the dnc hates the constitution because it stands in the way of their totalitarain agenda. maybe that i why they push both socialism and gun control
IND	@USER He is a beast
IND	You you have committed so many crimes. No care what a liar has to say. You belong in prison. #MAGA URL
GRP	@USER HAHAHAHA omg these people. They thought they would have their way FOREVER.  Idiots
IND	@USER Fool on the Hill !
GRP	@USER Why of course. Liberals reject truth and accept falsehoods. That's why they don't believe Kanaugh and believe Ellison.
IND	@USER @USER the nose distracts from the news
GRP	@USER Thank you Ms Desanctis! I'm comforted that not all conservatives are letting their ambition blind their conscience. Sexual assault/harassment has been a plague on society for centuries - that should 0 make it a conservative or traditionalist cause!
IND	@USER You are TRIPPIN. Stop jumping to conclusions.
IND	@USER This sicko thinks that others scheme and lie like he and a lot of the liberals do. Remember Rham Emanuel’s famous quote “You never let a serious crisis go to waste”
OTH	@USER 2 battering rams used by liberals; sex &amp; racism. It is sinister &amp; desperate #BeneathHumanity
IND	@USER Apparently this POS doesn’t know that Viacom bought out BET. It went from black ownership to white ownership🤣🤣🤣🤣🤣🤣
OTH	@USER Desperation! Abuse of my power cause he is losing his mind
IND	@USER Gonna be a bitch to re-write this one.
IND	@USER I bet she`s had more prick`s than a second-hand pincushion! #MAGA 🇬🇧🇺🇸
GRP	@USER ANCIENT HOMIES COULDNT HAVE COCK COCKS FIGHTING BECAUSE THAT WAS LITERALLY ILLEGAL IN ATHENS FJSHDHJS
IND	@USER She is fucking delusional
IND	@USER @USER @USER @USER Isn't it great how liberals ignore the pain of their victims because they are democrats.  It is really sick.
IND	@USER No we can’t be losing AB he is literally our whole offense
GRP	@USER noticed you broke away as soon as the senate started talking about the great 4.2 growth rate and salary increases for employees.  Your station is so crooked!!!!   Also negative on the conservatives and praise the liberals!  #DrainTheDeepState #crookedmedia
IND	@USER You are an absolute dick 😡
IND	@USER @USER @USER Well then I guess it's totally fine to attack his character then. My mistake. I mean what right does an American who was the victim of gun violence have to call for stricter gun control laws anyway?
GRP	@USER @USER Liberals act out of emotion. Not understanding the law. Then they go around condemning every1 who does not agree with their completely fucked rational. “Nobody believed women for 250 years. So let’s believe all women! Oh and screw the legal system! Men are pigs. He’s guilty!” Smh
GRP	@USER He and Obama must be copying each other does any democrat have their own thought PLEASE !!!
IND	@USER @USER @USER It wouldn't surprise me a bit. Just like they falsely call conservatives, Fascists" and justify physically attacking them. "Trump's a Nazi, kill him!". It's just a matter of time before they suggest it."
GRP	@USER Lol they have no idea Nazis were socialist. Their complete inability to grasp reality is so mind blowing. Antifa is no shit calling for a civil war to defend slavery. The confederacy considered Lincoln a fascist too... hmmmm.
OTH	@USER @USER Lol these are exciting times..." God he is the worst"
IND	Too bad life sucks 4 u #schiff4brains 😂 ur going down along wi ur other CRIMINAL friends. Only red line crossed is the LIES U TELL. U will never b anything more than the belly of a SNAKE #MAGA #TRUMP2020 #schiff4brains URL
GRP	@USER @USER Let's focus on Kavanaugh. Bringing up other cases to make an argument about hypocrisy is irrelevant. It's like saying, Let's not investigate this bank robbery because liberals have robbed other banks." Try to focus."
IND	#prouduncle 😍 she is the finest cheerleader of them all💙 te amo stinky butt💝 URL
OTH	@USER @USER what is this shit right over here? I also showed to my polish friends and they are quite triggered
OTH	@USER @USER @USER Oh and higher unemployment and witch hunts and lynch mobs and antifa communist parades ...you can have all that shit and let Hollywood decide how you feel.
GRP	@USER EVERYTHING is an issue with Muslims..go live in another country like Iran..
GRP	@USER @USER @USER @USER @USER I did not admit anything! Read my Tweet again please! English is my 3rd language but I am rather good at it! Antifa are the Nazis! They can name them self the Messiah they would still be thugs fighting against freedom and free speach! BTW free speach is not hate speach. Man up!
IND	@USER Holder was held in contempt of congress. Why isn't in prison for Fast and Furious? How about for murder?
GRP	@USER EXPOSE these demons violating our Constitution with violence &amp; threats to run govt instead of winning at the polls! Name them domestic terrorists &amp; jail them all.
IND	@USER 😅😅😅😅😅😅😅😅😅 gun control fun a statue of a stupid child under a desk are going to change peoples if that is the case they are stupid because i for will not give up my firearms or free speech or my rights to no one or no government! Fuck you!
OTH	@USER @USER @USER Republicans platform   -take away healthcare -harm the environment  -take away children -take away women’s rights -do not believe in rule of law -voter suppression  -gerrymandering  -take away social security  -no limits to gun control -explodes the budget  #VoteBlue2018
GRP	@USER @USER Then maybe we can talk about the double standards between liberals and conservatives at @USER Somebody is always a victim.
IND	#QAnon @USER #MAGA   For those who think nothing is happening! URL
GRP	Rosenstein’s 300 Attorneys ‘Helped’ Vet Kavanaugh – Now Sexual Abuse Charges URL which go back to his highschool days  and can't be proven &amp; Named witness DENIES  #Pathetic #ConfirmKavanaugh #PJNET #CCOT #maga #KAG2018 #Trump2020 #NoMoreProgressiveLiberals
IND	@USER Fuck u
